"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
732,"Urinary Incontinence Amongst Women With Chronic Obstructive Pulmonary Disease","Completed","No Results Available","Chronic Obstructive Pulmonary Disease|Urinary Incontinence","Procedure: Pelvic floor muscle training|Procedure: Cough-suppression therapy|Other: Control","St Olavs Hospital, Trondheim, Norway|Østfold Hospital Trust, Moss, Østfold, Norway","https://ClinicalTrials.gov/show/NCT02614105"
733,"Over Active Bladder Instillation Study - Botox","Terminated","Has Results","Overactive Bladder|Urinary Urge Incontinence|Urinary Incontinence|Detrusor Hyperreflexia|Urge Incontinence","Drug: Botox Instillation|Drug: DMSO Instillation","Mayo Clinic, Jacksonville, Florida, United States","https://ClinicalTrials.gov/show/NCT00667095"
734,"Safety and Efficacy Study of OnabotulinumtoxinA for the Treatment of Urinary Incontinence Due to Neurogenic Detrusor Overactivity (NDO) in Non-Catheterizing Patients With Multiple Sclerosis (MS)","Completed","Has Results","Urinary Incontinence|Multiple Sclerosis|Neurogenic Bladder","Biological: OnabotulinumtoxinA|Drug: Placebo (Normal Saline)","Mountlake Terrace, Washington, United States|Liege, Belgium|Victoria, British Columbia, Canada|Kitchener, Ontario, Canada|Olomouc, Czechia|Garches, France|Marseille, France|Warsaw, Poland|Porto, Portugal|St. Petersburg, Russian Federation","https://ClinicalTrials.gov/show/NCT01600716"
735,"Safety and Performance of UCon for the Treatment of the Symptoms of Overactive Bladder (OAB) / Bowel Dysfunction (BD)","Recruiting","No Results Available","Urinary Incontinence|Fecal Incontinence|Urge Incontinence|Nocturia|Urinary Frequency More Than Once at Night|Bowel Disorders Functional|Urinary Incontinence, Urge|Incontinence, Nighttime Urinary","Device: UCon","Aarhus University Hospital, Aarhus, Denmark|Herlev Hospital, Herlev, Denmark|Odense University Hospital, Odense, Denmark","https://ClinicalTrials.gov/show/NCT05368246"
736,"Sprix for Postoperative Pain Control Following Gynecologic Surgery","Not yet recruiting","No Results Available","Post Operative Pain Control|Narcotic Use|Pelvic Organ Prolapse|Urinary Incontinence , Stress|Surgery","Drug: Sprix","University of Louisville Hospital, Louisville, Kentucky, United States","https://ClinicalTrials.gov/show/NCT04444830"
737,"Safety and Efficacy of Non-ablative Er:YAG Laser Therapy for the Treatment of Pelvic Organ Prolapse and Coexisting Stress Urinary Incontinence: A Retrospective Case Series.","Completed","No Results Available","Cystocele|Pelvic Organ Prolapse|Stress Urinary Incontinence","Device: Fotona ProlapLase","Poliklinika Novakov i sar., Novi Sad, Serbia","https://ClinicalTrials.gov/show/NCT04417413"
738,"Registry for Patients Undergoing AUS Surgery for Female SUI Due to ISD","Recruiting","No Results Available","Urinary Incontinence|Urinary Incontinence, Stress|Lower Urinary Tract Symptoms|Urination Disorders|Urologic Diseases","Other: Questionnaires on Urinary Incontinence-, Sex Function- and Quality of Life (ICIQ-UI-SF, ICIQ-FLUTSsex, ICIQ-LUTSqol, PGI-I)","Universitair Ziekenhuis Antwerpen, Antwerp, Belgium|Universitair Ziekenhuis Gent, Gent, Belgium|University Hospital Leuven, Leuven, Belgium|Thomayer Hospital, Prague, Czechia|University Hospital Bordeaux, Bordeaux, France|Pole sante sud, Le Mans, France|CHU de Lille, Lille, France|CHU de Limoges, Limoges, France|Hôpital Lyon Sud, Lyon, France|Hôpital la Conception, Marseille, France|Pole de Sante du Plateau, Meudon, France|Clinique urologique CHU de NANTES, Nantes, France|University Hospital of Nimes, Nîmes, France|Hôpital de la Pitié-Salpêtrière, Paris, France|University of Rennes, Department of Urology, Rennes, France|CHU Nancy, Vandœuvre-lès-Nancy, France|Klinikum Lippe, Detmold, Germany|Hospital de La Princesa, Madrid, Spain|Hospital Ramón y Cajal., Madrid, Spain|Addenbrooks Hospital, Cambridge, United Kingdom","https://ClinicalTrials.gov/show/NCT04114266"
739,"Pelvic Floor Muscles and Success in the Surgical Treatment of Stress Urinary Incontinence and Pelvic Organ Prolapse","Active, not recruiting","No Results Available","Stress Urinary Incontinence|Pelvic Organ Prolapse|Pelvic Floor Disorders",,"Centrum Medyczne ""ŻELAZNA"", Warsaw, Poland","https://ClinicalTrials.gov/show/NCT04029168"
740,"Fluids Affecting Bladder Urgency and Lower Urinary Symptoms","Completed","No Results Available","Overactive Bladder|Urinary Urgency|Urinary Bladder, Overactive|Urinary Incontinence, Urge|Caffeine|Alcohol Drinking|Lower Urinary Tract Symptoms","Behavioral: Reducing Potentially Irritating Beverages|Behavioral: Adopting the USDA Healthy Eating Habits","University of Michigan School of Nursing, Ann Arbor, Michigan, United States","https://ClinicalTrials.gov/show/NCT03625492"
741,"Post-procedural Pain Associated With 5 Versus 20 Intravesical Injections of Onabotulinumtoxin A","Recruiting","No Results Available","Urinary Bladder, Overactive|Incontinence, Urge|Incontinence, Urinary|Urinary Urge Incontinence|Urinary Frequency More Than Once at Night|Nocturia","Drug: OnabotulinumtoxinA 100 UNT","MedStar Washington Hospital Center, Washington, District of Columbia, United States|University of South Florida Health South Tampa Center for Advanced Healthcare, Tampa, Florida, United States","https://ClinicalTrials.gov/show/NCT04305743"
742,"Can the Use of Uricap Female Device Lead to Better Care for Women > 75+Years?","Not yet recruiting","No Results Available","Urinary Incontinence|Urinary Tract Infections|Incontinence-associated Dermatitis|Cognition Disorders in Old Age|Behavioral and Psychiatric Symptoms of Dementia","Device: Use of Uricap Female, a New Urine Collecting Device","Department of Geriatrics, University Hospital Örebro, Örebro, Sweden","https://ClinicalTrials.gov/show/NCT05275257"
743,"Effects of Urinary Bladder Hypertrophy on Urge Urine Incontinence After Radical Prostatectomy","Unknown status","No Results Available","Prostate Cancer|Urinary Incontinence, Urge|Incontinence|Prostatectomy|Overactive Bladder","Procedure: Radical prostatectomy|Diagnostic Test: Initial evaluation|Diagnostic Test: Evaluation after 1,3,6,9,12 months",,"https://ClinicalTrials.gov/show/NCT03061760"
744,"Materiovigilance After Urinary Incontinence or Prolapse Surgery","Recruiting","No Results Available","Pelvic Organ Prolapse|Rectal Prolapse|Urinary Stress Incontinence","Procedure: urinary incontinence, pelvic organ or rectal prolapse surgery","Centre l'Avancée - Clinique Axium, Aix-en-Provence, France|C.H.U. d'Angers, Angers, France|CHRU de Besançon, Besançon, France|CHU de Bordeaux, Bordeaux, France|Centre Hospitalier de Béthune, Béthune, France|CHU Caen, Caen, France|Centre Hospitalier Camille Guérin, Châtellerault, France|Hôpital Antoine-Béclère, Clamart, France|Chu Estaing, Clermont-Ferrand, France|Centre Hospitalier de Dunkerque, Dunkerque, France|Polyclinique d'Hénin-Beaumont, Hénin-Beaumont, France|Hopital La Rochelle- Ré- Aunis, La Rochelle, France|CHU Lille, Lille, France|Hôpital St Vincent De Paul, Lille, France|CHU de Limoges, Limoges, France|Hospices Civils de Lyon, Lyon, France|Clinique BEAUSOLEIL, Montpellier, France|CHRU de NANCY, Nancy, France|CHU Nantes, Nantes, France|CHRU Carémeau, Nîmes, France|La Pitié-Salpêtrière, Paris, France|Hôpital Bichat, Paris, France|Groupe Hospitalier Diaconesses Croix Saint-Simon, Paris, France|Centre briochin d'Urologie, Plérin, France|CHI Poissy-St-Germain, Poissy, France|CHU de Poitiers, Poitiers, France|CHU de Reims, Reims, France|CHU Strasbourg, Strasbourg, France|Hopital Foch, Suresnes, France|Clinique UROVAR, Toulon, France|CHU de Toulouse, Toulouse, France","https://ClinicalTrials.gov/show/NCT03052985"
745,"Vulvar Contact Dermatitis Resulting From Urine Incontinence","Withdrawn","No Results Available","Urinary Incontinence|Vulvar Pruritus|Vulvar Contact Dermatitis","Other: Questionnaires, gynecological exam , vaginal smear, and measurement of urine leakage","Ramat Eshkol Women health center, Clalit health Services, Jerusalem, Israel","https://ClinicalTrials.gov/show/NCT01320046"
746,"The Relationship of Neuropathic Pain With Incontinence, Disability and Life Quality in Multiple Sclerosis Patients","Recruiting","No Results Available","Multiple Sclerosis|Disabilities Multiple|Quality of Life|Incontinence, Urinary|Incontinence Bowel|Neuropathic Pain","Other: Neuropathic Pain","Istanbul University- Cerrahpasa, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT05374811"
747,"Idiopathic Normal Pressure Hydrocephalus: Focus on Imaging and Clinical Symptoms.","Recruiting","No Results Available","Fecal Incontinence With Fecal Urgency|Urine Incontinence|Diffusion Tensor Imaging|Leukoencephalopathies","Procedure: Shunt surgery","University Hospital of Linköping, Linköping, Sweden","https://ClinicalTrials.gov/show/NCT04808076"
748,"What is the Effect of Prolapse Surgery on Voiding?","Recruiting","No Results Available","Pelvic Organ Prolapse|Stress Urinary Incontinence|Overactive Bladder|Voiding Disorders|Urge Incontinence","Procedure: pelvic reconstructive surgery","University Hospital of Antwerp, Edegem, Antwerp, Belgium","https://ClinicalTrials.gov/show/NCT04429360"
749,"Feasibility Study of Transcutaneous Tibial Nerve Stimulation for Urinary Symptoms in People With Multiple Sclerosis","Completed","No Results Available","Bladder Dysfunction|Neurogenic Bladder Dysfunction|Urinary Incontinence|Urinary Bladder, Overactive|Urinary Incontinence, Urge|Nocturia|Urinary Frequency More Than Once at Night|Lower Urinary Tract Symptoms|Multiple Sclerosis|Urinary Bladder, Neurogenic","Device: Transcutaneous tibial nerve stimulation","University of Limerick, Limerick, LK, Ireland","https://ClinicalTrials.gov/show/NCT04528784"
750,"Innovative Minimally Invasive Options in Treatment of Urinary Problems Related to Prostate Enlargement (BPH) in Men","Withdrawn","No Results Available","Lower Urinary Tract Symptoms|Benign Prostatic Hyperplasia|Urinary Frequency/Urgency|Urinary Incontinence, Urge|Incontinence, Urinary|Nocturia","Device: UroLift as artifical device for prostatic urethral lift.|Device: Embospheres Microspheres as embolic agents for prostate artery embolization","Saint Louis University, Saint Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT03043222"
751,"Improving Female Sexual Wellness","Recruiting","No Results Available","Sexuality|Sexual Dysfunction|Sexual Desire Disorder|Hypoactive Sexual Desire Disorder|Orgasmic Disorder|Pelvic Organ Prolapse|Urinary Incontinence|Interstitial Cystitis|Pelvic Floor Disorders|Female Sexual Dysfunction","Behavioral: Vibrator","Cedars Sinai Medical Center, Los Angeles, California, United States","https://ClinicalTrials.gov/show/NCT04824820"
752,"Do Patient Anxiety Levels Decrease Urodynamic Test Reproducibility?","Completed","No Results Available","Anxiety|Overactive Bladder|Urinary Incontinence, Stress|Urinary Incontinence, Urge|Urinary Retention",,"Sandwell and West Birmingham Hospitals NHS Trust, Birmingham, United Kingdom","https://ClinicalTrials.gov/show/NCT02540798"
753,"Autologous Cell Therapy for Stress Urinary Incontinence in Males Following Prostate Surgery","Completed","Has Results","Urinary Incontinence|Stress|Urination Disorders|Urologic Diseases|Lower Urinary Tract Symptoms|Urological Manifestations","Biological: autologous muscle-derived cells (AMDC)","University of Miami School of Medicine, Miami, Florida, United States|Emory University Hospital, Atlanta, Georgia, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|McKay Urology, Charlotte, North Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT02291432"
754,"Minimally Invasive Burch Colposuspension to Reduce Occult Stress Incontinence","Recruiting","No Results Available","Pelvic Organ Prolapse|Urinary Incontinence,Stress|Urinary Incontinence, Urge|Bowel Dysfunction|Sexual Dysfunction","Procedure: Laparoscopic Burch Colposuspension","Northwestern University Prentice Women's Hospital, Chicago, Illinois, United States|Loyola University Hospital, Maywood, Illinois, United States","https://ClinicalTrials.gov/show/NCT03841513"
755,"Laser Therapy for Treatment of Urogenital Symptoms in Women","Recruiting","No Results Available","Genitourinary System; Disorder, Female|Burning Vagina|Dyspareunia|Irritation; Vagina|Menopause Related Conditions|Urinary Incontinence|Urinary Bladder, Overactive|Urinary Tract Infections|Stress Urinary Incontinence","Device: fCO2 Laser Therapy Group","Beaumont Hospital, Royal Oak, Michigan, United States","https://ClinicalTrials.gov/show/NCT03681678"
756,"L-methionine, Hibiscus Sabdariffa and Boswellia Leaf Extract to Prevent Postoperative Urinary Tract Infection.","Completed","No Results Available","Urinary Tract Infection|Pelvic Organ Prolapse|Urinary Incontinence","Drug: L-methionine, Hibiscus Sabdariffa and Boswellia Leaf Extract|Other: Placebo","IRCCS San Raffaele Hospital and Vita-Salute San Raffaele University, Milan, Lombardy, Italy","https://ClinicalTrials.gov/show/NCT02216253"
757,"Prevalence of Comorbid Spasticity and Urinary Incontinence in Residents of a Long-Term Care Facility","Completed","No Results Available","Spasticity, Muscle|Muscular Diseases|Musculoskeletal Disease|Muscle Hypertonia|Muscle Spasticity|Neuromuscular Manifestations|Signs and Symptoms|Nervous System Diseases|Neurologic Manifestations","Diagnostic Test: Neurological Examination","Tennessee State Veterans' Homes, Murfreesboro, Tennessee, United States","https://ClinicalTrials.gov/show/NCT03250988"
758,"Bladder Morphology Using 2 Different Catheter Designs","Unknown status","No Results Available","Urologic Injuries|Urologic Diseases|Bladder Infection|Urinary Tract Infections|Mucosal Inflammation|Mucosal Infection|Bladder Injury|Catheter-Related Infections|Catheter Complications|Catheter; Infection (Indwelling Catheter)|Pelvic Floor Disorders|Urinary Incontinence","Device: Cystosure Urinary Access System|Device: Foley Catheter","The Pelvic Floor Institute, Tampa, Florida, United States","https://ClinicalTrials.gov/show/NCT03108079"
759,"Prevalence and Treatment of Urinary Incontinence in Women With Cystic Fibrosis and Chronic Obstructive Pulmonary Disease","Completed","No Results Available","Cystic Fibrosis|Chronic Obstructive Pulmonary Disease (COPD)","Procedure: Pelvic floor training group","The Alfred Hospital, Melbourne, Victoria, Australia|School of Physiotherapy, The University of Melbourne, Melbourne, Victoria, Australia","https://ClinicalTrials.gov/show/NCT00164138"
760,"Pharmacological Enhancement for Nocturnal Incontinence in Orthotopic Bladder Substitute","Completed","No Results Available","Incontinence|Urinary Incontinence|Urinary Bladder Cancer","Drug: mebeverine 200 mg sustained-release (Coloverine® SR, Chemipharm pharmaceutical, Egypt) one time/day at the evening.|Drug: Placebo","Urology and Nephrology Center, Mansoura, Aldakahlia, Egypt","https://ClinicalTrials.gov/show/NCT04635566"
